Unknown,name,acronym,id,atlas_id,parent_structure_id,parent_name,parent_acronym,voxels_in_structure,cell_count
816,Nucleus of the brachium of the inferior colliculus,NB,580,213,339,"Midbrain, sensory related",MBsen,9057,0
619,Triangular nucleus of septum,TRS,581,355,826,"Pallidum, medial region",PALm,36294,0
267,"Orbital area, medial part, layer 2/3",ORBm2/3,582,638,731,"Orbital area, medial part",ORBm,27600,0
557,Claustrum,CLA,583,72,703,Cortical subplate,CTXsp,47771,0
433,"Cortical amygdalar area, posterior part, lateral zone, layers 1-2",COApl1-2,584,921,655,"Cortical amygdalar area, posterior part, lateral zone",COApl,0,0
635,"Bed nuclei of the stria terminalis, posterior division, interfascicular nucleus",BSTif,585,780,367,"Bed nuclei of the stria terminalis, posterior division",BSTp,0,0
1155,fasciculus proprius,fpr,586,497,932,cervicothalamic tract,cett,0,0
841,Nucleus of Darkschewitsch,ND,587,214,795,Periaqueductal gray,PAG,8005,0
233,"Anterior cingulate area, ventral part, layer 1",ACAv1,588,1063,48,"Anterior cingulate area, ventral part",ACAv,47503,0
398,Taenia tecta,TT,589,356,698,Olfactory areas,OLF,633,0
337,"Retrosplenial area, ventral part, layer 6a",RSPv6a,590,639,886,"Retrosplenial area, ventral part",RSPv,53638,0
880,Central linear nucleus raphe,CLI,591,73,165,Midbrain raphe nuclei,RAmb,8488,0
439,"Cortical amygdalar area, posterior part, medial zone, layers 1-2",COApm1-2,592,922,663,"Cortical amygdalar area, posterior part, medial zone",COApm,0,0
186,"Primary visual area, layer 1",VISp1,593,1064,385,Primary visual area,VISp,137358,0
636,"Bed nuclei of the stria terminalis, posterior division, transverse nucleus",BSTtr,594,781,367,"Bed nuclei of the stria terminalis, posterior division",BSTp,0,0
1287,fasciculus retroflexus,fr,595,498,1083,epithalamus related,mfbse,14174,0
618,Diagonal band nucleus,NDB,596,215,904,Medial septal complex,MSC,78295,0
399,"Taenia tecta, dorsal part",TTd,597,357,589,Taenia tecta,TT,64769,0
156,"Ventral auditory area, layer 6b",AUDv6b,598,640,1018,Ventral auditory area,AUDv,4666,0
698,Central medial nucleus of the thalamus,CM,599,74,51,Intralaminar nuclei of the dorsal thalamus,ILM,23058,0
124,"Dorsal auditory area, layer 2/3",AUDd2/3,600,923,1011,Dorsal auditory area,AUDd,28450,0
169,"Anterolateral visual area, layer 6a",VISal6a,601,1065,402,Anterolateral visual area,VISal,12540,0
637,"Bed nuclei of the stria terminalis, posterior division, strial extension",BSTse,602,782,367,"Bed nuclei of the stria terminalis, posterior division",BSTp,0,0
1248,fimbria,fi,603,499,1099,fornix system,fxs,191936,0
930,Nucleus incertus,NI,604,216,1117,"Pons, behavioral state related",P-sat,12313,0
405,"Taenia tecta, ventral part",TTv,605,358,589,Taenia tecta,TT,63763,0
334,"Retrosplenial area, ventral part, layer 2",RSPv2,606,641,886,"Retrosplenial area, ventral part",RSPv,0,0
938,Cochlear nuclei,CN,607,75,386,"Medulla, sensory related",MY-sen,0,0
276,"Orbital area, ventrolateral part, layer 6a",ORBvl6a,608,924,746,"Orbital area, ventrolateral part",ORBvl,17256,0
655,Subparafascicular area,SPA,609,783,864,"Thalamus, sensory-motor cortex related",DORsm,11725,0
329,"Retrosplenial area, dorsal part, layer 5",RSPd5,610,1066,879,"Retrosplenial area, dorsal part",RSPd,112147,0
1288,habenular commissure,hbc,611,500,1083,epithalamus related,mfbse,5644,0
885,Nucleus of the lateral lemniscus,NLL,612,217,1132,"Pons, sensory related",P-sen,67930,0
182,"Lateral visual area, layer 5",VISl5,613,642,409,Lateral visual area,VISl,32287,0
801,Tuberal nucleus,TU,614,359,290,Hypothalamic lateral zone,LZ,55477,0
864,"Substantia nigra, lateral part",SNl,615,925,323,"Midbrain, motor related",MBmot,0,0
852,Cuneiform nucleus,CUN,616,76,323,"Midbrain, motor related",MBmot,56509,0
686,"Mediodorsal nucleus of the thalamus, central part",MDc,617,784,362,Mediodorsal nucleus of thalamus,MD,0,0
1254,hippocampal commissures,hc,618,501,1099,fornix system,fxs,0,0
421,Nucleus of the lateral olfactory tract,NLOT,619,218,698,Olfactory areas,OLF,0,0
268,"Orbital area, medial part, layer 5",ORBm5,620,1067,731,"Orbital area, medial part",ORBm,40535,0
919,Motor nucleus of trigeminal,V,621,360,987,"Pons, motor related",P-mot,32797,0
338,"Retrosplenial area, ventral part, layer 6b",RSPv6b,622,643,886,"Retrosplenial area, ventral part",RSPv,3816,0
570,Cerebral nuclei,CNU,623,77,567,Cerebrum,CH,0,0
1326,Interpeduncular fossa,IPF,624,926,1024,grooves,grv,0,0
83,"Primary somatosensory area, upper limb, layer 5",SSp-ul5,625,1068,369,"Primary somatosensory area, upper limb",SSp-ul,80694,0
687,"Mediodorsal nucleus of the thalamus, lateral part",MDl,626,785,362,Mediodorsal nucleus of thalamus,MD,0,0
1171,hypothalamohypophysial tract,hht,627,502,285,spinotelenchephalic pathway,step,0,0
846,Nucleus of the optic tract,NOT,628,219,1100,Pretectal region,PRT,18927,0
644,Ventral anterior-lateral complex of the thalamus,VAL,629,361,637,Ventral group of the dorsal thalamus,VENT,76287,0
261,"Orbital area, lateral part, layer 5",ORBl5,630,644,723,"Orbital area, lateral part",ORBl,104371,0
426,Cortical amygdalar area,COA,631,78,698,Olfactory areas,OLF,0,0
476,"Dentate gyrus, granule cell layer",DG-sg,632,927,726,Dentate gyrus,DG,148957,0
1142,inferior colliculus commissure,cic,633,503,948,cochlear nerve,cVIIIn,1715,0
847,Nucleus of the posterior commissure,NPC,634,220,1100,Pretectal region,PRT,31593,0
342,"Posterior parietal association areas, layer 4",PTLp4,635,1069,22,Posterior parietal association areas,PTLp,0,0
688,"Mediodorsal nucleus of the thalamus, medial part",MDm,636,786,362,Mediodorsal nucleus of thalamus,MD,0,0
643,Ventral group of the dorsal thalamus,VENT,637,362,864,"Thalamus, sensory-motor cortex related",DORsm,0,0
112,"Gustatory areas, layer 6a",GU6a,638,645,1057,Gustatory areas,GU,37404,0
427,"Cortical amygdalar area, anterior part",COAa,639,79,631,Cortical amygdalar area,COA,81112,0
969,Efferent vestibular nucleus,EV,640,928,370,"Medulla, motor related",MY-mot,0,0
1139,intermediate acoustic stria,ias,641,504,948,cochlear nerve,cVIIIn,0,0
947,Nucleus of the trapezoid body,NTB,642,221,386,"Medulla, sensory related",MY-sen,13765,0
145,"Posterior auditory area, layer 2/3",AUDpo2/3,643,1070,1027,Posterior auditory area,AUDpo,13879,0
16,"Somatomotor areas, Layer 6a",MO6a,644,787,500,Somatomotor areas,MO,0,0
1019,Vermal regions,VERM,645,363,528,Cerebellar cortex,CBX,0,0
414,"Dorsal peduncular area, layer 5",DP5,646,646,814,Dorsal peduncular area,DP,0,0
431,"Cortical amygdalar area, posterior part",COAp,647,80,631,Cortical amygdalar area,COA,7247,0
21,"Primary motor area, Layer 5",MOp5,648,929,985,Primary motor area,MOp,323982,0
170,"Anterolateral visual area, layer 6b",VISal6b,649,1071,402,Anterolateral visual area,VISal,2347,0
1184,juxtarestiform body,jrb,650,505,1123,inferior cerebellar peduncle,icp,0,0
948,Nucleus of the solitary tract,NTS,651,222,386,"Medulla, sensory related",MY-sen,95583,0
725,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, lateral zone",PVHpml,652,788,103,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part",PVHpm,0,0
965,Abducens nucleus,VI,653,364,370,"Medulla, motor related",MY-mot,3066,0
47,"Primary somatosensory area, nose, layer 4",SSp-n4,654,647,353,"Primary somatosensory area, nose",SSp-n,58495,0
432,"Cortical amygdalar area, posterior part, lateral zone",COApl,655,81,647,"Cortical amygdalar area, posterior part",COAp,124698,0
25,"Secondary motor area, layer 1",MOs1,656,930,993,Secondary motor area,MOs,286003,0
74,"Primary somatosensory area, mouth, layer 2/3",SSp-m2/3,657,1072,345,"Primary somatosensory area, mouth",SSp-m,169410,0
1141,lateral lemniscus,ll,658,506,948,cochlear nerve,cVIIIn,85457,0
949,"Nucleus of the solitary tract, central part",NTSce,659,223,651,Nucleus of the solitary tract,NTS,0,0
726,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, medial zone",PVHpmm,660,789,103,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part",PVHpm,0,0
967,Facial motor nucleus,VII,661,365,370,"Medulla, motor related",MY-mot,75862,0
113,"Gustatory areas, layer 6b",GU6b,662,648,1057,Gustatory areas,GU,3456,0
438,"Cortical amygdalar area, posterior part, medial zone",COApm,663,82,647,"Cortical amygdalar area, posterior part",COAp,127040,0
512,"Entorhinal area, medial part, dorsal zone, layer 3",ENTm3,664,931,926,"Entorhinal area, medial part, dorsal zone",ENTm,89252,0
1109,"lateral olfactory tract, body",lot,665,507,21,"lateral olfactory tract, general",lotg,95413,0
950,"Nucleus of the solitary tract, commissural part",NTSco,666,224,651,Nucleus of the solitary tract,NTS,0,0
8,"Frontal pole, layer 2/3",FRP2/3,667,1073,184,"Frontal pole, cerebral cortex",FRP,24592,0
740,"Dorsomedial nucleus of the hypothalamus, anterior part",DMHa,668,790,830,Dorsomedial nucleus of the hypothalamus,DMH,0,0
157,Visual areas,VIS,669,366,315,Isocortex,Isocortex,55552,0
88,"Primary somatosensory area, trunk, layer 2/3",SSp-tr2/3,670,649,361,"Primary somatosensory area, trunk",SSp-tr,57773,0
299,"Retrosplenial area, lateral agranular part, layer 1",RSPagl1,671,932,894,"Retrosplenial area, lateral agranular part",RSPagl,54052,0
573,Caudoputamen,CP,672,83,485,Striatum dorsal region,STRd,2380742,0
1282,mammillary peduncle,mp,673,508,46,mammillary related,mfbsma,3274,0
951,"Nucleus of the solitary tract, gelatinous part",NTSge,674,225,651,Nucleus of the solitary tract,NTS,0,0
295,"Agranular insular area, ventral part, layer 6a",AIv6a,675,1074,119,"Agranular insular area, ventral part",AIv,14775,0
741,"Dorsomedial nucleus of the hypothalamus, posterior part",DMHp,676,791,830,Dorsomedial nucleus of the hypothalamus,DMH,0,0
114,Visceral area,VISC,677,367,315,Isocortex,Isocortex,0,0
125,"Dorsal auditory area, layer 4",AUDd4,678,650,1011,Dorsal auditory area,AUDd,12355,0
925,Superior central nucleus raphe,CS,679,84,1117,"Pons, behavioral state related",P-sat,56664,0
277,"Orbital area, ventrolateral part, layer 6b",ORBvl6b,680,933,746,"Orbital area, ventrolateral part",ORBvl,743,0
1281,mammillotegmental tract,mtg,681,509,46,mammillary related,mfbsma,6623,0
952,"Nucleus of the solitary tract, lateral part",NTSl,682,226,651,Nucleus of the solitary tract,NTS,0,0
343,"Posterior parietal association areas, layer 5",PTLp5,683,1075,22,Posterior parietal association areas,PTLp,0,0
742,"Dorsomedial nucleus of the hypothalamus, ventral part",DMHv,684,792,830,Dorsomedial nucleus of the hypothalamus,DMH,0,0
645,Ventral medial nucleus of the thalamus,VM,685,368,637,Ventral group of the dorsal thalamus,VENT,85069,0
42,"Primary somatosensory area, layer 6a",SSp6a,686,934,322,Primary somatosensory area,SSp,0,0
336,"Retrosplenial area, ventral part, layer 5",RSPv5,687,651,886,"Retrosplenial area, ventral part",RSPv,146813,0
3,Cerebral cortex,CTX,688,85,567,Cerebrum,CH,0,0
755,Ventrolateral preoptic nucleus,VLPO,689,793,141,Periventricular region,PVR,7286,0
1280,mammillothalamic tract,mtt,690,510,46,mammillary related,mfbsma,12344,0
953,"Nucleus of the solitary tract, medial part",NTSm,691,227,651,Nucleus of the solitary tract,NTS,0,0
370,"Perirhinal area, layer 5",PERI5,692,1076,922,Perirhinal area,PERI,16454,0
787,Ventromedial hypothalamic nucleus,VMH,693,369,467,Hypothalamic medial zone,MEZ,51522,0
293,"Agranular insular area, ventral part, layer 2/3",AIv2/3,694,652,119,"Agranular insular area, ventral part",AIv,52722,0
4,Cortical plate,CTXpl,695,86,688,Cerebral cortex,CTX,0,0
144,"Posterior auditory area, layer 1",AUDpo1,696,935,1027,Posterior auditory area,AUDpo,10632,0
1160,medial lemniscus,ml,697,511,932,cervicothalamic tract,cett,56412,0
379,Olfactory areas,OLF,698,228,695,Cortical plate,CTXpl,380414,0
296,"Agranular insular area, ventral part, layer 6b",AIv6b,699,1077,119,"Agranular insular area, ventral part",AIv,243,0
758,"Anterior hypothalamic nucleus, anterior part",AHNa,700,794,88,Anterior hypothalamic nucleus,AHN,0,0
1001,Vestibular nuclei,VNC,701,370,370,"Medulla, motor related",MY-mot,0,0
48,"Primary somatosensory area, nose, layer 5",SSp-n5,702,653,353,"Primary somatosensory area, nose",SSp-n,58697,0
555,Cortical subplate,CTXsp,703,87,688,Cerebral cortex,CTX,44278,0
292,"Agranular insular area, ventral part, layer 1",AIv1,704,936,119,"Agranular insular area, ventral part",AIv,24738,0
1129,midbrain tract of the trigeminal nerve,mtV,705,512,229,sensory root of the trigeminal nerve,sV,0,0
848,Olivary pretectal nucleus,OP,706,229,1100,Pretectal region,PRT,6234,0
246,"Infralimbic area, layer 1",ILA1,707,1078,44,Infralimbic area,ILA,12901,0
759,"Anterior hypothalamic nucleus, central part",AHNc,708,795,88,Anterior hypothalamic nucleus,AHN,0,0
646,Ventral posterior complex of the thalamus,VP,709,371,637,Ventral group of the dorsal thalamus,VENT,0,0
1125,abducens nerve,VIn,710,654,967,cranial nerves,cm,0,0
944,Cuneate nucleus,CU,711,88,720,Dorsal column nuclei,DCN,40652,0
513,"Entorhinal area, medial part, dorsal zone, layer 4",ENTm4,712,937,926,"Entorhinal area, medial part, dorsal zone",ENTm,0,0
1257,perforant path,per,713,513,1099,fornix system,fxs,0,0
252,Orbital area,ORB,714,230,315,Isocortex,Isocortex,0,0
498,"Entorhinal area, lateral part, layer 2a",ENTl2a,715,1079,918,"Entorhinal area, lateral part",ENTl,0,0
760,"Anterior hypothalamic nucleus, dorsal part",AHNd,716,796,88,Anterior hypothalamic nucleus,AHN,0,0
1147,accessory spinal nerve,XIn,717,655,967,cranial nerves,cm,0,0
647,Ventral posterolateral nucleus of the thalamus,VPL,718,372,709,Ventral posterior complex of the thalamus,VP,76975,0
43,"Primary somatosensory area, layer 6b",SSp6b,719,938,322,Primary somatosensory area,SSp,0,0
943,Dorsal column nuclei,DCN,720,89,386,"Medulla, sensory related",MY-sen,0,0
188,"Primary visual area, layer 4",VISp4,721,1080,385,Primary visual area,VISp,102596,0
1284,periventricular bundle of the thalamus,pvbt,722,514,1068,dorsal thalamus related,mfbst,0,0
258,"Orbital area, lateral part",ORBl,723,231,714,Orbital area,ORB,0,0
761,"Anterior hypothalamic nucleus, posterior part",AHNp,724,797,88,Anterior hypothalamic nucleus,AHN,0,0
648,"Ventral posterolateral nucleus of the thalamus, parvicellular part",VPLpc,725,373,709,Ventral posterior complex of the thalamus,VP,8398,0
473,Dentate gyrus,DG,726,90,1080,Hippocampal region,HIP,0,0
514,"Entorhinal area, medial part, dorsal zone, layer 5",ENTm5,727,939,926,"Entorhinal area, medial part, dorsal zone",ENTm,84255,0
1189,arbor vitae,arb,728,656,960,cerebellum related fiber tracts,cbf,581841,0
365,"Temporal association areas, layer 6a",TEa6a,729,1081,541,Temporal association areas,TEa,52403,0
1289,pineal stalk,PIS,730,515,1083,epithalamus related,mfbse,0,0
264,"Orbital area, medial part",ORBm,731,232,714,Orbital area,ORB,0,0
765,"Medial mammillary nucleus, median part",MMme,732,798,491,Medial mammillary nucleus,MM,7402,0
649,Ventral posteromedial nucleus of the thalamus,VPM,733,374,709,Ventral posterior complex of the thalamus,VP,143989,0
478,Dentate gyrus crest,DGcr,734,91,726,Dentate gyrus,DG,0,0
137,"Primary auditory area, layer 1",AUDp1,735,940,1002,Primary auditory area,AUDp,37828,0
1234,central tegmental bundle,ctb,736,657,1000,extrapyramidal fiber systems,eps,0,0
1251,postcommissural fornix,fxpo,737,516,1099,fornix system,fxs,0,0
271,"Orbital area, ventral part",ORBv,738,233,714,Orbital area,ORB,0,0
223,"Anterior cingulate area, layer 5",ACA5,739,1082,31,Anterior cingulate area,ACA,0,0
777,"Medial preoptic nucleus, central part",MPNc,740,799,515,Medial preoptic nucleus,MPN,0,0
650,"Ventral posteromedial nucleus of the thalamus, parvicellular part",VPMpc,741,375,709,Ventral posterior complex of the thalamus,VP,18823,0
479,"Dentate gyrus crest, molecular layer",DGcr-mo,742,92,734,Dentate gyrus crest,DGcr,0,0
516,"Entorhinal area, medial part, dorsal zone, layer 6",ENTm6,743,941,926,"Entorhinal area, medial part, dorsal zone",ENTm,58655,0
1173,cerebellar commissure,cbc,744,658,960,cerebellum related fiber tracts,cbf,5851,0
1249,"precommissural fornix, general",fxprg,745,517,1099,fornix system,fxs,0,0
272,"Orbital area, ventrolateral part",ORBvl,746,234,714,Orbital area,ORB,0,0
247,"Infralimbic area, layer 2",ILA2,747,1083,44,Infralimbic area,ILA,0,0
778,"Medial preoptic nucleus, lateral part",MPNl,748,800,515,Medial preoptic nucleus,MPN,0,0
823,Ventral tegmental area,VTA,749,376,323,"Midbrain, motor related",MBmot,34125,0
193,"Posterolateral visual area, layer 1",VISpl1,750,942,425,Posterolateral visual area,VISpl,20996,0
480,"Dentate gyrus crest, polymorph layer",DGcr-po,751,93,734,Dentate gyrus crest,DGcr,0,0
1174,cerebellar peduncles,cbp,752,659,960,cerebellum related fiber tracts,cbf,0,0
1279,principal mammillary tract,pm,753,518,46,mammillary related,mfbsma,3201,0
577,Olfactory tubercle,OT,754,235,493,Striatum ventral region,STRv,404952,0
152,"Ventral auditory area, layer 2/3",AUDv2/3,755,1084,1018,Ventral auditory area,AUDv,32410,0
779,"Medial preoptic nucleus, medial part",MPNm,756,801,515,Medial preoptic nucleus,MPN,0,0
859,Ventral tegmental nucleus,VTN,757,377,323,"Midbrain, motor related",MBmot,3804,0
481,"Dentate gyrus crest, granule cell layer",DGcr-sg,758,94,734,Dentate gyrus crest,DGcr,0,0
146,"Posterior auditory area, layer 4",AUDpo4,759,943,1027,Posterior auditory area,AUDpo,7619,0
1220,cerebral nuclei related,epsc,760,660,1000,extrapyramidal fiber systems,eps,0,0
788,"Ventromedial hypothalamic nucleus, anterior part",VMHa,761,802,693,Ventromedial hypothalamic nucleus,VMH,0,0
1273,"propriohypothalamic pathways, dorsal",phpd,762,519,182,propriohypothalamic pathways,php,0,0
745,Vascular organ of the lamina terminalis,OV,763,236,141,Periventricular region,PVR,1058,0
499,"Entorhinal area, lateral part, layer 2b",ENTl2b,764,1085,918,"Entorhinal area, lateral part",ENTl,0,0
1006,Nucleus x,x,765,378,370,"Medulla, motor related",MY-mot,4595,0
482,Dentate gyrus lateral blade,DGlb,766,95,726,Dentate gyrus,DG,0,0
27,"Secondary motor area, layer 5",MOs5,767,944,993,Secondary motor area,MOs,471108,0
1240,cerebrum related,mfbc,768,661,991,medial forebrain bundle system,mfbs,0,0
789,"Ventromedial hypothalamic nucleus, central part",VMHc,769,803,693,Ventromedial hypothalamic nucleus,VMH,0,0
1274,"propriohypothalamic pathways, lateral",phpl,770,520,182,propriohypothalamic pathways,php,0,0
883,Pons,P,771,237,1065,Hindbrain,HB,393167,0
235,"Anterior cingulate area, ventral part, layer 5",ACAv5,772,1086,48,"Anterior cingulate area, ventral part",ACAv,93386,0
1007,Hypoglossal nucleus,XII,773,379,370,"Medulla, motor related",MY-mot,31721,0
301,"Retrosplenial area, lateral agranular part, layer 5",RSPagl5,774,945,894,"Retrosplenial area, lateral agranular part",RSPagl,66083,0
483,"Dentate gyrus lateral blade, molecular layer",DGlb-mo,775,96,766,Dentate gyrus lateral blade,DGlb,0,0
1192,corpus callosum,cc,776,662,983,lateral forebrain bundle system,lfbs,647,0
790,"Ventromedial hypothalamic nucleus, dorsomedial part",VMHdm,777,804,693,Ventromedial hypothalamic nucleus,VMH,0,0
189,"Primary visual area, layer 5",VISp5,778,1087,385,Primary visual area,VISp,161854,0
1275,"propriohypothalamic pathways, medial",phpm,779,521,182,propriohypothalamic pathways,php,0,0
569,Posterior amygdalar nucleus,PA,780,238,703,Cortical subplate,CTXsp,100730,0
1008,Nucleus y,y,781,380,370,"Medulla, motor related",MY-mot,1895,0
484,"Dentate gyrus lateral blade, polymorph layer",DGlb-po,782,97,766,Dentate gyrus lateral blade,DGlb,0,0
283,"Agranular insular area, dorsal part, layer 6a",AId6a,783,946,104,"Agranular insular area, dorsal part",AId,60849,0
1201,corticospinal tract,cst,784,663,983,lateral forebrain bundle system,lfbs,7586,0
791,"Ventromedial hypothalamic nucleus, ventrolateral part",VMHvl,785,805,693,Ventromedial hypothalamic nucleus,VMH,0,0
366,"Temporal association areas, layer 6b",TEa6b,786,1088,541,Temporal association areas,TEa,8533,0
1276,"propriohypothalamic pathways, ventral",phpv,787,522,182,propriohypothalamic pathways,php,0,0
444,Piriform-amygdalar area,PAA,788,239,698,Olfactory areas,OLF,125850,0
963,Nucleus z,z,789,381,386,"Medulla, sensory related",MY-sen,0,0
485,"Dentate gyrus lateral blade, granule cell layer",DGlb-sg,790,98,766,Dentate gyrus lateral blade,DGlb,0,0
147,"Posterior auditory area, layer 5",AUDpo5,791,947,1027,Posterior auditory area,AUDpo,19735,0
1150,dorsal roots,drt,792,664,967,cranial nerves,cm,0,0
38,"Primary somatosensory area, layer 1",SSp1,793,1089,322,Primary somatosensory area,SSp,0,0
1130,spinal tract of the trigeminal nerve,sptV,794,523,229,sensory root of the trigeminal nerve,sV,131487,0
838,Periaqueductal gray,PAG,795,240,323,"Midbrain, motor related",MBmot,431756,0
803,Dopaminergic A13 group,A13,796,806,797,Zona incerta,ZI,0,0
802,Zona incerta,ZI,797,382,290,Hypothalamic lateral zone,LZ,134875,0
1131,facial nerve,VIIn,798,665,967,cranial nerves,cm,6870,0
486,Dentate gyrus medial blade,DGmb,799,99,726,Dentate gyrus,DG,0,0
294,"Agranular insular area, ventral part, layer 5",AIv5,800,948,119,"Agranular insular area, ventral part",AIv,60904,0
158,"Visual areas, layer 1",VIS1,801,1090,669,Visual areas,VIS,0,0
1286,stria medullaris,sm,802,524,1083,epithalamus related,mfbse,33302,0
608,Pallidum,PAL,803,241,623,Cerebral nuclei,CNU,137793,0
804,Fields of Forel,FF,804,807,797,Zona incerta,ZI,19604,0
200,"posteromedial visual area, layer 1",VISpm1,805,383,533,posteromedial visual area,VISpm,18663,0
102,"Supplemental somatosensory area, layer 2/3",SSs2/3,806,949,378,Supplemental somatosensory area,SSs,178207,0
487,"Dentate gyrus medial blade, molecular layer",DGmb-mo,807,100,799,Dentate gyrus medial blade,DGmb,0,0
1144,glossopharyngeal nerve,IXn,808,666,967,cranial nerves,cm,0,0
620,"Pallidum, caudal region",PALc,809,242,803,Pallidum,PAL,0,0
236,"Anterior cingulate area, ventral part, 6a",ACAv6a,810,1091,48,"Anterior cingulate area, ventral part",ACAv,31683,0
813,"Inferior colliculus, central nucleus",ICc,811,808,4,Inferior colliculus,IC,131210,0
1176,superior cerebellar peduncle decussation,dscp,812,525,326,superior cerebelar peduncles,scp,4590,0
1148,hypoglossal nerve,XIIn,813,667,967,cranial nerves,cm,0,0
410,Dorsal peduncular area,DP,814,384,698,Olfactory areas,OLF,46373,0
488,"Dentate gyrus medial blade, polymorph layer",DGmb-po,815,101,799,Dentate gyrus medial blade,DGmb,0,0
139,"Primary auditory area, layer 4",AUDp4,816,950,1002,Primary auditory area,AUDp,24057,0
1267,"supraoptic commissures, anterior",supa,817,526,349,supraoptic commissures,sup,0,0
609,"Pallidum, dorsal region",PALd,818,243,803,Pallidum,PAL,0,0
237,"Anterior cingulate area, ventral part, 6b",ACAv6b,819,1092,48,"Anterior cingulate area, ventral part",ACAv,5574,0
814,"Inferior colliculus, dorsal nucleus",ICd,820,809,4,Inferior colliculus,IC,139506,0
187,"Primary visual area, layer 2/3",VISp2/3,821,951,385,Primary visual area,VISp,195739,0
492,Retrohippocampal region,RHP,822,385,1089,Hippocampal formation,HPF,0,0
489,"Dentate gyrus medial blade, granule cell layer",DGmb-sg,823,102,799,Dentate gyrus medial blade,DGmb,0,0
1262,hypothalamus related,mfsbshy,824,668,991,medial forebrain bundle system,mfbs,0,0
1268,"supraoptic commissures, dorsal",supd,825,527,349,supraoptic commissures,sup,0,0
615,"Pallidum, medial region",PALm,826,244,803,Pallidum,PAL,0,0
249,"Infralimbic area, layer 5",ILA5,827,1093,44,Infralimbic area,ILA,27574,0
815,"Inferior colliculus, external nucleus",ICe,828,810,4,Inferior colliculus,IC,199223,0
537,"Subiculum, dorsal part, molecular layer",SUBd-m,829,386,509,"Subiculum, dorsal part",SUBd,0,0
739,Dorsomedial nucleus of the hypothalamus,DMH,830,103,141,Periventricular region,PVR,35375,0
284,"Agranular insular area, dorsal part, layer 6b",AId6b,831,952,104,"Agranular insular area, dorsal part",AId,3816,0
1120,oculomotor nerve,IIIn,832,669,967,cranial nerves,cm,664,0
1269,"supraoptic commissures, ventral",supv,833,528,349,supraoptic commissures,sup,0,0
811,"Superior colliculus, zonal layer",SCzo,834,811,302,"Superior colliculus, sensory related",SCs,33603,0
612,"Pallidum, ventral region",PALv,835,245,803,Pallidum,PAL,0,0
374,Ectorhinal area/Layer 1,ECT1,836,1094,895,Ectorhinal area,ECT,26214,0
539,"Subiculum, dorsal part, stratum radiatum",SUBd-sr,837,387,509,"Subiculum, dorsal part",SUBd,0,0
46,"Primary somatosensory area, nose, layer 2/3",SSp-n2/3,838,953,353,"Primary somatosensory area, nose",SSp-n,72245,0
973,Dorsal motor nucleus of the vagus nerve,DMX,839,104,370,"Medulla, motor related",MY-mot,20344,0
1106,olfactory nerve,In,840,670,967,cranial nerves,cm,0,0
1138,trapezoid body,tb,841,529,948,cochlear nerve,cVIIIn,29355,0
810,"Superior colliculus, superficial gray layer",SCsg,842,812,302,"Superior colliculus, sensory related",SCs,140450,0
523,Parasubiculum,PAR,843,246,822,Retrohippocampal region,RHP,102828,0
22,"Primary motor area, Layer 6a",MOp6a,844,1095,985,Primary motor area,MOp,250687,0
538,"Subiculum, dorsal part, pyramidal layer",SUBd-sp,845,388,509,"Subiculum, dorsal part",SUBd,0,0
1100,Dentate nucleus,DN,846,105,519,Cerebellar nuclei,CBN,27684,0
140,"Primary auditory area, layer 5",AUDp5,847,954,1002,Primary auditory area,AUDp,77982,0
1113,optic nerve,IIn,848,671,967,cranial nerves,cm,7350,0
120,"Visceral area, layer 6b",VISC6b,849,1096,677,Visceral area,VISC,4790,0
1178,uncinate fascicle,uf,850,530,326,superior cerebelar peduncles,scp,7356,0
809,"Superior colliculus, optic layer",SCop,851,813,302,"Superior colliculus, sensory related",SCs,57516,0
988,Parvicellular reticular nucleus,PARN,852,247,370,"Medulla, motor related",MY-mot,222226,0
541,"Subiculum, ventral part, molecular layer",SUBv-m,853,389,518,"Subiculum, ventral part",SUBv,0,0
81,"Primary somatosensory area, upper limb, layer 2/3",SSp-ul2/3,854,955,369,"Primary somatosensory area, upper limb",SSp-ul,100029,0
1235,retriculospinal tract,rst,855,672,1000,extrapyramidal fiber systems,eps,0,0
666,"Thalamus, polymodal association cortex related",DORpm,856,106,549,Thalamus,TH,0,0
119,"Visceral area, layer 6a",VISC6a,857,1097,677,Visceral area,VISC,48013,0
1154,ventral commissure of the spinal cord,vc,858,531,932,cervicothalamic tract,cett,0,0
989,Parasolitary nucleus,PAS,859,248,370,"Medulla, motor related",MY-mot,3449,0
893,"Parabrachial nucleus, lateral division, central lateral part",PBlc,860,814,881,"Parabrachial nucleus, lateral division",PBl,0,0
543,"Subiculum, ventral part, stratum radiatum",SUBv-sr,861,390,518,"Subiculum, ventral part",SUBv,0,0
105,"Supplemental somatosensory area, layer 6a",SSs6a,862,956,378,Supplemental somatosensory area,SSs,204329,0
1231,rubrospinal tract,rust,863,673,1000,extrapyramidal fiber systems,eps,49908,0
642,"Thalamus, sensory-motor cortex related",DORsm,864,107,549,Thalamus,TH,0,0
