,name,acronym,id,reassigned_id,parent_structure_id,parent_name,parent_acronym,fullname
719,Nucleus circularis,NC,432,720,332.0,Accessory supraoptic group,ASO,NC: Nucleus circularis
175,"Anteromedial visual area, layer 5",VISam5,433,176,394.0,Anteromedial visual area,VISam,"VISam5: Anteromedial visual area, layer 5"
327,"Retrosplenial area, dorsal part, layer 2/3",RSPd2/3,434,328,879.0,"Retrosplenial area, dorsal part",RSPd,"RSPd2/3: Retrosplenial area, dorsal part, layer 2/3"
607,"Medial amygdalar nucleus, posteroventral part",MEApv,435,608,403.0,Medial amygdalar nucleus,MEA,"MEApv: Medial amygdalar nucleus, posteroventral part"
1252,columns of the fornix,fx,436,1253,737.0,postcommissural fornix,fxpo,fx: columns of the fornix
955,"Spinal nucleus of the trigeminal, interpolar part",SPVI,437,956,386.0,"Medulla, sensory related",MY-sen,"SPVI: Spinal nucleus of the trigeminal, interpolar part"
464,"Field CA2, stratum oriens",CA2so,438,465,423.0,Field CA2,CA2,"CA2so: Field CA2, stratum oriens"
783,"Paraventricular hypothalamic nucleus, descending division, dorsal parvicellular part",PVHdp,439,784,63.0,"Paraventricular hypothalamic nucleus, descending division",PVHd,"PVHdp: Paraventricular hypothalamic nucleus, descending division, dorsal parvicellular part"
262,"Orbital area, lateral part, layer 6a",ORBl6a,440,263,723.0,"Orbital area, lateral part",ORBl,"ORBl6a: Orbital area, lateral part, layer 6a"
177,"Anteromedial visual area, layer 6b",VISam6b,441,178,394.0,Anteromedial visual area,VISam,"VISam6b: Anteromedial visual area, layer 6b"
326,"Retrosplenial area, dorsal part, layer 1",RSPd1,442,327,879.0,"Retrosplenial area, dorsal part",RSPd,"RSPd1: Retrosplenial area, dorsal part, layer 1"
1254,dorsal hippocampal commissure,dhc,443,1255,618.0,hippocampal commissures,hc,dhc: dorsal hippocampal commissure
683,Medial group of the dorsal thalamus,MED,444,684,856.0,"Thalamus, polymodal association cortex related",DORpm,MED: Medial group of the dorsal thalamus
956,"Spinal nucleus of the trigeminal, oral part",SPVO,445,957,386.0,"Medulla, sensory related",MY-sen,"SPVO: Spinal nucleus of the trigeminal, oral part"
465,"Field CA2, pyramidal layer",CA2sp,446,466,423.0,Field CA2,CA2,"CA2sp: Field CA2, pyramidal layer"
784,"Paraventricular hypothalamic nucleus, descending division, forniceal part",PVHf,447,785,63.0,"Paraventricular hypothalamic nucleus, descending division",PVHd,"PVHf: Paraventricular hypothalamic nucleus, descending division, forniceal part"
259,"Orbital area, lateral part, layer 1",ORBl1,448,260,723.0,"Orbital area, lateral part",ORBl,"ORBl1: Orbital area, lateral part, layer 1"
1255,ventral hippocampal commissure,vhc,449,1256,618.0,hippocampal commissures,hc,vhc: ventral hippocampal commissure
80,"Primary somatosensory area, upper limb, layer 1",SSp-ul1,450,81,369.0,"Primary somatosensory area, upper limb",SSp-ul,"SSp-ul1: Primary somatosensory area, upper limb, layer 1"
565,"Basolateral amygdalar nucleus, ventral part",BLAv,451,566,295.0,Basolateral amygdalar nucleus,BLA,"BLAv: Basolateral amygdalar nucleus, ventral part"
743,Median preoptic nucleus,MEPO,452,744,141.0,Periventricular region,PVR,MEPO: Median preoptic nucleus
30,Somatosensory areas,SS,453,31,315.0,Isocortex,Isocortex,SS: Somatosensory areas
466,"Field CA2, stratum radiatum",CA2sr,454,467,423.0,Field CA2,CA2,"CA2sr: Field CA2, stratum radiatum"
785,"Paraventricular hypothalamic nucleus, descending division, lateral parvicellular part",PVHlp,455,786,63.0,"Paraventricular hypothalamic nucleus, descending division",PVHd,"PVHlp: Paraventricular hypothalamic nucleus, descending division, lateral parvicellular part"
149,"Posterior auditory area, layer 6b",AUDpo6b,456,150,1027.0,Posterior auditory area,AUDpo,"AUDpo6b: Posterior auditory area, layer 6b"
162,"Visual areas, layer 6a",VIS6a,457,163,669.0,Visual areas,VIS,"VIS6a: Visual areas, layer 6a"
581,"Olfactory tubercle, molecular layer",OT1,458,582,754.0,Olfactory tubercle,OT,"OT1: Olfactory tubercle, molecular layer"
1110,accessory olfactory tract,aolt,459,1111,21.0,"lateral olfactory tract, general",lotg,aolt: accessory olfactory tract
819,Midbrain trigeminal nucleus,MEV,460,820,339.0,"Midbrain, sensory related",MBsen,MEV: Midbrain trigeminal nucleus
92,"Primary somatosensory area, trunk, layer 6b",SSp-tr6b,461,93,361.0,"Primary somatosensory area, trunk",SSp-tr,"SSp-tr6b: Primary somatosensory area, trunk, layer 6b"
916,Superior salivatory nucleus,SSN,462,917,987.0,"Pons, motor related",P-mot,SSN: Superior salivatory nucleus
467,Field CA3,CA3,463,468,375.0,Ammon's horn,CA,CA3: Field CA3
786,"Paraventricular hypothalamic nucleus, descending division, medial parvicellular part, ventral zone",PVHmpv,464,787,63.0,"Paraventricular hypothalamic nucleus, descending division",PVHd,"PVHmpv: Paraventricular hypothalamic nucleus, descending division, medial parvicellular part, ventral zone"
582,"Olfactory tubercle, pyramidal layer",OT2,465,583,754.0,Olfactory tubercle,OT,"OT2: Olfactory tubercle, pyramidal layer"
1245,alveus,alv,466,1246,1099.0,fornix system,fxs,alv: alveus
756,Hypothalamic medial zone,MEZ,467,757,1097.0,Hypothalamus,HY,MEZ: Hypothalamic medial zone
510,"Entorhinal area, medial part, dorsal zone, layer 2a",ENTm2a,468,511,926.0,"Entorhinal area, medial part, dorsal zone",ENTm,"ENTm2a: Entorhinal area, medial part, dorsal zone, layer 2a"
205,"posteromedial visual area, layer 6b",VISpm6b,469,206,533.0,posteromedial visual area,VISpm,"VISpm6b: posteromedial visual area, layer 6b"
800,Subthalamic nucleus,STN,470,801,290.0,Hypothalamic lateral zone,LZ,STN: Subthalamic nucleus
468,"Field CA3, stratum lacunosum-moleculare",CA3slm,471,469,463.0,Field CA3,CA3,"CA3slm: Field CA3, stratum lacunosum-moleculare"
604,"Medial amygdalar nucleus, posterodorsal part, sublayer a",MEApd-a,472,605,426.0,"Medial amygdalar nucleus, posterodorsal part",MEApd,"MEApd-a: Medial amygdalar nucleus, posterodorsal part, sublayer a"
583,"Olfactory tubercle, polymorph layer",OT3,473,584,754.0,Olfactory tubercle,OT,"OT3: Olfactory tubercle, polymorph layer"
1257,angular path,ab,474,1258,1099.0,fornix system,fxs,ab: angular path
658,Medial geniculate complex,MG,475,659,1008.0,"Geniculate group, dorsal thalamus",GENd,MG: Medial geniculate complex
256,"Orbital area, layer 6a",ORB6a,476,257,714.0,Orbital area,ORB,"ORB6a: Orbital area, layer 6a"
571,Striatum,STR,477,572,623.0,Cerebral nuclei,CNU,STR: Striatum
70,"Primary somatosensory area, lower limb, layer 6a",SSp-ll6a,478,71,337.0,"Primary somatosensory area, lower limb",SSp-ll,"SSp-ll6a: Primary somatosensory area, lower limb, layer 6a"
469,"Field CA3, stratum lucidum",CA3slu,479,470,463.0,Field CA3,CA3,"CA3slu: Field CA3, stratum lucidum"
605,"Medial amygdalar nucleus, posterodorsal part, sublayer b",MEApd-b,480,606,426.0,"Medial amygdalar nucleus, posterodorsal part",MEApd,"MEApd-b: Medial amygdalar nucleus, posterodorsal part, sublayer b"
578,Islands of Calleja,isl,481,579,754.0,Olfactory tubercle,OT,isl: Islands of Calleja
1142,brachium of the inferior colliculus,bic,482,1143,948.0,cochlear nerve,cVIIIn,bic: brachium of the inferior colliculus
712,Medial habenula,MH,483,713,958.0,Epithalamus,EPI,MH: Medial habenula
265,"Orbital area, medial part, layer 1",ORBm1,484,266,731.0,"Orbital area, medial part",ORBm,"ORBm1: Orbital area, medial part, layer 1"
572,Striatum dorsal region,STRd,485,573,477.0,Striatum,STR,STRd: Striatum dorsal region
470,"Field CA3, stratum oriens",CA3so,486,471,463.0,Field CA3,CA3,"CA3so: Field CA3, stratum oriens"
606,"Medial amygdalar nucleus, posterodorsal part, sublayer c",MEApd-c,487,607,426.0,"Medial amygdalar nucleus, posterodorsal part",MEApd,"MEApd-c: Medial amygdalar nucleus, posterodorsal part, sublayer c"
263,"Orbital area, lateral part, layer 6b",ORBl6b,488,264,723.0,"Orbital area, lateral part",ORBl,"ORBl6b: Orbital area, lateral part, layer 6b"
579,Major island of Calleja,islm,489,580,754.0,Olfactory tubercle,OT,islm: Major island of Calleja
1184,bulbocerebellar tract,bct,490,1185,1123.0,inferior cerebellar peduncle,icp,bct: bulbocerebellar tract
764,Medial mammillary nucleus,MM,491,765,331.0,Mammillary body,MBO,MM: Medial mammillary nucleus
254,"Orbital area, layer 2/3",ORB2/3,492,255,714.0,Orbital area,ORB,"ORB2/3: Orbital area, layer 2/3"
574,Striatum ventral region,STRv,493,575,477.0,Striatum,STR,STRv: Striatum ventral region
835,"Superior colliculus, motor related, intermediate gray layer, sublayer a",SCig-a,494,836,10.0,"Superior colliculus, motor related, intermediate gray layer",SCig,"SCig-a: Superior colliculus, motor related, intermediate gray layer, sublayer a"
471,"Field CA3, pyramidal layer",CA3sp,495,472,463.0,Field CA3,CA3,"CA3sp: Field CA3, pyramidal layer"
411,"Dorsal peduncular area, layer 1",DP1,496,412,814.0,Dorsal peduncular area,DP,"DP1: Dorsal peduncular area, layer 1"
163,"Visual areas, layer 6b",VIS6b,497,164,669.0,Visual areas,VIS,"VIS6b: Visual areas, layer 6b"
624,"Bed nuclei of the stria terminalis, anterior division, anteromedial area",BSTam,498,625,359.0,"Bed nuclei of the stria terminalis, anterior division",BSTa,"BSTam: Bed nuclei of the stria terminalis, anterior division, anteromedial area"
1182,cuneocerebellar tract,cct,499,1183,1123.0,inferior cerebellar peduncle,icp,cct: cuneocerebellar tract
12,Somatomotor areas,MO,500,13,315.0,Isocortex,Isocortex,MO: Somatomotor areas
202,"posteromedial visual area, layer 4",VISpm4,501,203,533.0,posteromedial visual area,VISpm,"VISpm4: posteromedial visual area, layer 4"
535,Subiculum,SUB,502,536,822.0,Retrohippocampal region,RHP,SUB: Subiculum
836,"Superior colliculus, motor related, intermediate gray layer, sublayer b",SCig-b,503,837,10.0,"Superior colliculus, motor related, intermediate gray layer",SCig,"SCig-b: Superior colliculus, motor related, intermediate gray layer, sublayer b"
472,"Field CA3, stratum radiatum",CA3sr,504,473,463.0,Field CA3,CA3,"CA3sr: Field CA3, stratum radiatum"
625,"Bed nuclei of the stria terminalis, anterior division, dorsomedial nucleus",BSTdm,505,626,359.0,"Bed nuclei of the stria terminalis, anterior division",BSTa,"BSTdm: Bed nuclei of the stria terminalis, anterior division, dorsomedial nucleus"
1139,dorsal acoustic stria,das,506,1140,948.0,cochlear nerve,cVIIIn,das: dorsal acoustic stria
380,Main olfactory bulb,MOB,507,381,698.0,Olfactory areas,OLF,MOB: Main olfactory bulb
511,"Entorhinal area, medial part, dorsal zone, layer 2b",ENTm2b,508,512,926.0,"Entorhinal area, medial part, dorsal zone",ENTm,"ENTm2b: Entorhinal area, medial part, dorsal zone, layer 2b"
536,"Subiculum, dorsal part",SUBd,509,537,502.0,Subiculum,SUB,"SUBd: Subiculum, dorsal part"
71,"Primary somatosensory area, lower limb, layer 6b",SSp-ll6b,510,72,337.0,"Primary somatosensory area, lower limb",SSp-ll,"SSp-ll6b: Primary somatosensory area, lower limb, layer 6b"
837,"Superior colliculus, motor related, intermediate gray layer, sublayer c",SCig-c,511,838,10.0,"Superior colliculus, motor related, intermediate gray layer",SCig,"SCig-c: Superior colliculus, motor related, intermediate gray layer, sublayer c"
1014,Cerebellum,CB,512,1015,8.0,Basic cell groups and regions,grey,CB: Cerebellum
626,"Bed nuclei of the stria terminalis, anterior division, fusiform nucleus",BSTfu,513,627,359.0,"Bed nuclei of the stria terminalis, anterior division",BSTa,"BSTfu: Bed nuclei of the stria terminalis, anterior division, fusiform nucleus"
1155,dorsal column,dc,514,1156,932.0,cervicothalamic tract,cett,dc: dorsal column
776,Medial preoptic nucleus,MPN,515,777,467.0,Hypothalamic medial zone,MEZ,MPN: Medial preoptic nucleus
257,"Orbital area, layer 6b",ORB6b,516,258,714.0,Orbital area,ORB,"ORB6b: Orbital area, layer 6b"
450,"Postpiriform transition area, layers 1-3",TR1-3,517,451,566.0,Postpiriform transition area,TR,"TR1-3: Postpiriform transition area, layers 1-3"
540,"Subiculum, ventral part",SUBv,518,541,502.0,Subiculum,SUB,"SUBv: Subiculum, ventral part"
1096,Cerebellar nuclei,CBN,519,1097,512.0,Cerebellum,CB,CBN: Cerebellar nuclei
155,"Ventral auditory area, layer 6a",AUDv6a,520,156,1018.0,Ventral auditory area,AUDv,"AUDv6a: Ventral auditory area, layer 6a"
628,"Bed nuclei of the stria terminalis, anterior division, magnocellular nucleus",BSTmg,521,629,359.0,"Bed nuclei of the stria terminalis, anterior division",BSTa,"BSTmg: Bed nuclei of the stria terminalis, anterior division, magnocellular nucleus"
1152,dorsal commissure of the spinal cord,dcm,522,1153,932.0,cervicothalamic tract,cett,dcm: dorsal commissure of the spinal cord
744,Medial preoptic area,MPO,523,745,141.0,Periventricular region,PVR,MPO: Medial preoptic area
266,"Orbital area, medial part, layer 2",ORBm2,524,267,731.0,"Orbital area, medial part",ORBm,"ORBm2: Orbital area, medial part, layer 2"
770,Supramammillary nucleus,SUM,525,771,331.0,Mammillary body,MBO,SUM: Supramammillary nucleus
508,"Entorhinal area, medial part, dorsal zone, layer 1",ENTm1,526,509,926.0,"Entorhinal area, medial part, dorsal zone",ENTm,"ENTm1: Entorhinal area, medial part, dorsal zone, layer 1"
123,"Dorsal auditory area, layer 1",AUDd1,527,124,1011.0,Dorsal auditory area,AUDd,"AUDd1: Dorsal auditory area, layer 1"
1015,Cerebellar cortex,CBX,528,1016,512.0,Cerebellum,CB,CBX: Cerebellar cortex
631,"Bed nuclei of the stria terminalis, anterior division, ventral nucleus",BSTv,529,632,359.0,"Bed nuclei of the stria terminalis, anterior division",BSTa,"BSTv: Bed nuclei of the stria terminalis, anterior division, ventral nucleus"
1246,dorsal fornix,df,530,1247,1099.0,fornix system,fxs,df: dorsal fornix
845,Medial pretectal area,MPT,531,846,1100.0,Pretectal region,PRT,MPT: Medial pretectal area
340,"Posterior parietal association areas, layer 1",PTLp1,532,341,22.0,Posterior parietal association areas,PTLp,"PTLp1: Posterior parietal association areas, layer 1"
199,posteromedial visual area,VISpm,533,200,669.0,Visual areas,VIS,VISpm: posteromedial visual area
917,Supratrigeminal nucleus,SUT,534,918,987.0,"Pons, motor related",P-mot,SUT: Supratrigeminal nucleus
412,"Dorsal peduncular area, layer 2",DP2,535,413,814.0,Dorsal peduncular area,DP,"DP2: Dorsal peduncular area, layer 2"
595,Central amygdalar nucleus,CEA,536,596,278.0,Striatum-like amygdalar nuclei,sAMY,CEA: Central amygdalar nucleus
623,"Bed nuclei of the stria terminalis, anterior division, anterolateral area",BSTal,537,624,359.0,"Bed nuclei of the stria terminalis, anterior division",BSTa,"BSTal: Bed nuclei of the stria terminalis, anterior division, anterolateral area"
1109,dorsal limb,lotd,538,1110,21.0,"lateral olfactory tract, general",lotg,lotd: dorsal limb
827,"Midbrain reticular nucleus, magnocellular part",MRNm,539,828,128.0,Midbrain reticular nucleus,MRN,"MRNm: Midbrain reticular nucleus, magnocellular part"
368,"Perirhinal area, layer 1",PERI1,540,369,922.0,Perirhinal area,PERI,"PERI1: Perirhinal area, layer 1"
360,Temporal association areas,TEa,541,361,315.0,Isocortex,Isocortex,TEa: Temporal association areas
333,"Retrosplenial area, ventral part, layer 1",RSPv1,542,334,886.0,"Retrosplenial area, ventral part",RSPv,"RSPv1: Retrosplenial area, ventral part, layer 1"
509,"Entorhinal area, medial part, dorsal zone, layer 2",ENTm2,543,510,926.0,"Entorhinal area, medial part, dorsal zone",ENTm,"ENTm2: Entorhinal area, medial part, dorsal zone, layer 2"
596,"Central amygdalar nucleus, capsular part",CEAc,544,597,536.0,Central amygdalar nucleus,CEA,"CEAc: Central amygdalar nucleus, capsular part"
328,"Retrosplenial area, dorsal part, layer 4",RSPd4,545,329,879.0,"Retrosplenial area, dorsal part",RSPd,"RSPd4: Retrosplenial area, dorsal part, layer 4"
627,"Bed nuclei of the stria terminalis, anterior division, juxtacapsular nucleus",BSTju,546,628,359.0,"Bed nuclei of the stria terminalis, anterior division",BSTa,"BSTju: Bed nuclei of the stria terminalis, anterior division, juxtacapsular nucleus"
1290,dorsal longitudinal fascicle,dlf,547,1291,70.0,midbrain related,mfbsm,dlf: dorsal longitudinal fascicle
828,"Midbrain reticular nucleus, magnocellular part, general",MRNmg,548,829,128.0,Midbrain reticular nucleus,MRN,"MRNmg: Midbrain reticular nucleus, magnocellular part, general"
641,Thalamus,TH,549,642,1129.0,Interbrain,IB,TH: Thalamus
515,"Entorhinal area, medial part, dorsal zone, layer 5/6",ENTm5/6,550,516,926.0,"Entorhinal area, medial part, dorsal zone",ENTm,"ENTm5/6: Entorhinal area, medial part, dorsal zone, layer 5/6"
597,"Central amygdalar nucleus, lateral part",CEAl,551,598,536.0,Central amygdalar nucleus,CEA,"CEAl: Central amygdalar nucleus, lateral part"
914,"Pontine reticular nucleus, ventral part",PRNv,552,915,987.0,"Pons, motor related",P-mot,"PRNv: Pontine reticular nucleus, ventral part"
1181,dorsal spinocerebellar tract,sctd,553,1182,1123.0,inferior cerebellar peduncle,icp,sctd: dorsal spinocerebellar tract
629,"Bed nuclei of the stria terminalis, anterior division, oval nucleus",BSTov,554,630,359.0,"Bed nuclei of the stria terminalis, anterior division",BSTa,"BSTov: Bed nuclei of the stria terminalis, anterior division, oval nucleus"
829,"Midbrain reticular nucleus, parvicellular part",MRNp,555,830,128.0,Midbrain reticular nucleus,MRN,"MRNp: Midbrain reticular nucleus, parvicellular part"
248,"Infralimbic area, layer 2/3",ILA2/3,556,249,44.0,Infralimbic area,ILA,"ILA2/3: Infralimbic area, layer 2/3"
773,Tuberomammillary nucleus,TM,557,774,331.0,Mammillary body,MBO,TM: Tuberomammillary nucleus
45,"Primary somatosensory area, nose, layer 1",SSp-n1,558,46,353.0,"Primary somatosensory area, nose",SSp-n,"SSp-n1: Primary somatosensory area, nose, layer 1"
598,"Central amygdalar nucleus, medial part",CEAm,559,599,536.0,Central amygdalar nucleus,CEA,"CEAm: Central amygdalar nucleus, medial part"
940,"Cochlear nucleus, subpedunclular granular region",CNspg,560,941,607.0,Cochlear nuclei,CN,"CNspg: Cochlear nucleus, subpedunclular granular region"
159,"Visual areas, layer 2/3",VIS2/3,561,160,669.0,Visual areas,VIS,"VIS2/3: Visual areas, layer 2/3"
630,"Bed nuclei of the stria terminalis, anterior division, rhomboid nucleus",BSTrh,562,631,359.0,"Bed nuclei of the stria terminalis, anterior division",BSTa,"BSTrh: Bed nuclei of the stria terminalis, anterior division, rhomboid nucleus"
1291,dorsal tegmental tract,dtt,563,1292,70.0,midbrain related,mfbsm,dtt: dorsal tegmental tract
617,Medial septal nucleus,MS,564,618,904.0,Medial septal complex,MSC,MS: Medial septal nucleus
203,"posteromedial visual area, layer 5",VISpm5,565,204,533.0,posteromedial visual area,VISpm,"VISpm5: posteromedial visual area, layer 5"
449,Postpiriform transition area,TR,566,450,698.0,Olfactory areas,OLF,TR: Postpiriform transition area
2,Cerebrum,CH,567,3,8.0,Basic cell groups and regions,grey,CH: Cerebrum
966,Accessory abducens nucleus,ACVI,568,967,370.0,"Medulla, motor related",MY-mot,ACVI: Accessory abducens nucleus
633,"Bed nuclei of the stria terminalis, posterior division, dorsal nucleus",BSTd,569,634,367.0,"Bed nuclei of the stria terminalis, posterior division",BSTp,"BSTd: Bed nuclei of the stria terminalis, posterior division, dorsal nucleus"
1151,dorsolateral fascicle,dl,570,1152,932.0,cervicothalamic tract,cett,dl: dorsolateral fascicle
691,Midline group of the dorsal thalamus,MTN,571,692,856.0,"Thalamus, polymodal association cortex related",DORpm,MTN: Midline group of the dorsal thalamus
221,"Anterior cingulate area, layer 1",ACA1,572,222,31.0,Anterior cingulate area,ACA,"ACA1: Anterior cingulate area, layer 1"
181,"Lateral visual area, layer 4",VISl4,573,182,409.0,Lateral visual area,VISl,"VISl4: Lateral visual area, layer 4"
918,Tegmental reticular nucleus,TRN,574,919,987.0,"Pons, motor related",P-mot,TRN: Tegmental reticular nucleus
700,Central lateral nucleus of the thalamus,CL,575,701,51.0,Intralaminar nuclei of the dorsal thalamus,ILM,CL: Central lateral nucleus of the thalamus
968,Accessory facial motor nucleus,ACVII,576,969,370.0,"Medulla, motor related",MY-mot,ACVII: Accessory facial motor nucleus
82,"Primary somatosensory area, upper limb, layer 4",SSp-ul4,577,83,369.0,"Primary somatosensory area, upper limb",SSp-ul,"SSp-ul4: Primary somatosensory area, upper limb, layer 4"
634,"Bed nuclei of the stria terminalis, posterior division, principal nucleus",BSTpr,578,635,367.0,"Bed nuclei of the stria terminalis, posterior division",BSTp,"BSTpr: Bed nuclei of the stria terminalis, posterior division, principal nucleus"
1193,external capsule,ec,579,1194,956.0,"corpus callosum, anterior forceps",fa,ec: external capsule
816,Nucleus of the brachium of the inferior colliculus,NB,580,817,339.0,"Midbrain, sensory related",MBsen,NB: Nucleus of the brachium of the inferior colliculus
619,Triangular nucleus of septum,TRS,581,620,826.0,"Pallidum, medial region",PALm,TRS: Triangular nucleus of septum
267,"Orbital area, medial part, layer 2/3",ORBm2/3,582,268,731.0,"Orbital area, medial part",ORBm,"ORBm2/3: Orbital area, medial part, layer 2/3"
557,Claustrum,CLA,583,558,703.0,Cortical subplate,CTXsp,CLA: Claustrum
433,"Cortical amygdalar area, posterior part, lateral zone, layers 1-2",COApl1-2,584,434,655.0,"Cortical amygdalar area, posterior part, lateral zone",COApl,"COApl1-2: Cortical amygdalar area, posterior part, lateral zone, layers 1-2"
635,"Bed nuclei of the stria terminalis, posterior division, interfascicular nucleus",BSTif,585,636,367.0,"Bed nuclei of the stria terminalis, posterior division",BSTp,"BSTif: Bed nuclei of the stria terminalis, posterior division, interfascicular nucleus"
1154,fasciculus proprius,fpr,586,1155,932.0,cervicothalamic tract,cett,fpr: fasciculus proprius
841,Nucleus of Darkschewitsch,ND,587,842,795.0,Periaqueductal gray,PAG,ND: Nucleus of Darkschewitsch
233,"Anterior cingulate area, ventral part, layer 1",ACAv1,588,234,48.0,"Anterior cingulate area, ventral part",ACAv,"ACAv1: Anterior cingulate area, ventral part, layer 1"
398,Taenia tecta,TT,589,399,698.0,Olfactory areas,OLF,TT: Taenia tecta
337,"Retrosplenial area, ventral part, layer 6a",RSPv6a,590,338,886.0,"Retrosplenial area, ventral part",RSPv,"RSPv6a: Retrosplenial area, ventral part, layer 6a"
880,Central linear nucleus raphe,CLI,591,881,165.0,Midbrain raphe nuclei,RAmb,CLI: Central linear nucleus raphe
439,"Cortical amygdalar area, posterior part, medial zone, layers 1-2",COApm1-2,592,440,663.0,"Cortical amygdalar area, posterior part, medial zone",COApm,"COApm1-2: Cortical amygdalar area, posterior part, medial zone, layers 1-2"
186,"Primary visual area, layer 1",VISp1,593,187,385.0,Primary visual area,VISp,"VISp1: Primary visual area, layer 1"
636,"Bed nuclei of the stria terminalis, posterior division, transverse nucleus",BSTtr,594,637,367.0,"Bed nuclei of the stria terminalis, posterior division",BSTp,"BSTtr: Bed nuclei of the stria terminalis, posterior division, transverse nucleus"
1286,fasciculus retroflexus,fr,595,1287,1083.0,epithalamus related,mfbse,fr: fasciculus retroflexus
618,Diagonal band nucleus,NDB,596,619,904.0,Medial septal complex,MSC,NDB: Diagonal band nucleus
399,"Taenia tecta, dorsal part",TTd,597,400,589.0,Taenia tecta,TT,"TTd: Taenia tecta, dorsal part"
156,"Ventral auditory area, layer 6b",AUDv6b,598,157,1018.0,Ventral auditory area,AUDv,"AUDv6b: Ventral auditory area, layer 6b"
698,Central medial nucleus of the thalamus,CM,599,699,51.0,Intralaminar nuclei of the dorsal thalamus,ILM,CM: Central medial nucleus of the thalamus
124,"Dorsal auditory area, layer 2/3",AUDd2/3,600,125,1011.0,Dorsal auditory area,AUDd,"AUDd2/3: Dorsal auditory area, layer 2/3"
169,"Anterolateral visual area, layer 6a",VISal6a,601,170,402.0,Anterolateral visual area,VISal,"VISal6a: Anterolateral visual area, layer 6a"
637,"Bed nuclei of the stria terminalis, posterior division, strial extension",BSTse,602,638,367.0,"Bed nuclei of the stria terminalis, posterior division",BSTp,"BSTse: Bed nuclei of the stria terminalis, posterior division, strial extension"
1247,fimbria,fi,603,1248,1099.0,fornix system,fxs,fi: fimbria
930,Nucleus incertus,NI,604,931,1117.0,"Pons, behavioral state related",P-sat,NI: Nucleus incertus
405,"Taenia tecta, ventral part",TTv,605,406,589.0,Taenia tecta,TT,"TTv: Taenia tecta, ventral part"
334,"Retrosplenial area, ventral part, layer 2",RSPv2,606,335,886.0,"Retrosplenial area, ventral part",RSPv,"RSPv2: Retrosplenial area, ventral part, layer 2"
938,Cochlear nuclei,CN,607,939,386.0,"Medulla, sensory related",MY-sen,CN: Cochlear nuclei
276,"Orbital area, ventrolateral part, layer 6a",ORBvl6a,608,277,746.0,"Orbital area, ventrolateral part",ORBvl,"ORBvl6a: Orbital area, ventrolateral part, layer 6a"
655,Subparafascicular area,SPA,609,656,864.0,"Thalamus, sensory-motor cortex related",DORsm,SPA: Subparafascicular area
329,"Retrosplenial area, dorsal part, layer 5",RSPd5,610,330,879.0,"Retrosplenial area, dorsal part",RSPd,"RSPd5: Retrosplenial area, dorsal part, layer 5"
1287,habenular commissure,hbc,611,1288,1083.0,epithalamus related,mfbse,hbc: habenular commissure
885,Nucleus of the lateral lemniscus,NLL,612,886,1132.0,"Pons, sensory related",P-sen,NLL: Nucleus of the lateral lemniscus
182,"Lateral visual area, layer 5",VISl5,613,183,409.0,Lateral visual area,VISl,"VISl5: Lateral visual area, layer 5"
801,Tuberal nucleus,TU,614,802,290.0,Hypothalamic lateral zone,LZ,TU: Tuberal nucleus
864,"Substantia nigra, lateral part",SNl,615,865,323.0,"Midbrain, motor related",MBmot,"SNl: Substantia nigra, lateral part"
852,Cuneiform nucleus,CUN,616,853,323.0,"Midbrain, motor related",MBmot,CUN: Cuneiform nucleus
686,"Mediodorsal nucleus of the thalamus, central part",MDc,617,687,362.0,Mediodorsal nucleus of thalamus,MD,"MDc: Mediodorsal nucleus of the thalamus, central part"
1253,hippocampal commissures,hc,618,1254,1099.0,fornix system,fxs,hc: hippocampal commissures
421,Nucleus of the lateral olfactory tract,NLOT,619,422,698.0,Olfactory areas,OLF,NLOT: Nucleus of the lateral olfactory tract
268,"Orbital area, medial part, layer 5",ORBm5,620,269,731.0,"Orbital area, medial part",ORBm,"ORBm5: Orbital area, medial part, layer 5"
919,Motor nucleus of trigeminal,V,621,920,987.0,"Pons, motor related",P-mot,V: Motor nucleus of trigeminal
338,"Retrosplenial area, ventral part, layer 6b",RSPv6b,622,339,886.0,"Retrosplenial area, ventral part",RSPv,"RSPv6b: Retrosplenial area, ventral part, layer 6b"
570,Cerebral nuclei,CNU,623,571,567.0,Cerebrum,CH,CNU: Cerebral nuclei
1325,Interpeduncular fossa,IPF,624,1326,1024.0,grooves,grv,IPF: Interpeduncular fossa
83,"Primary somatosensory area, upper limb, layer 5",SSp-ul5,625,84,369.0,"Primary somatosensory area, upper limb",SSp-ul,"SSp-ul5: Primary somatosensory area, upper limb, layer 5"
687,"Mediodorsal nucleus of the thalamus, lateral part",MDl,626,688,362.0,Mediodorsal nucleus of thalamus,MD,"MDl: Mediodorsal nucleus of the thalamus, lateral part"
1170,hypothalamohypophysial tract,hht,627,1171,285.0,spinotelenchephalic pathway,step,hht: hypothalamohypophysial tract
846,Nucleus of the optic tract,NOT,628,847,1100.0,Pretectal region,PRT,NOT: Nucleus of the optic tract
644,Ventral anterior-lateral complex of the thalamus,VAL,629,645,637.0,Ventral group of the dorsal thalamus,VENT,VAL: Ventral anterior-lateral complex of the thalamus
261,"Orbital area, lateral part, layer 5",ORBl5,630,262,723.0,"Orbital area, lateral part",ORBl,"ORBl5: Orbital area, lateral part, layer 5"
